Operator,SSE,Mission,Seg,Flight_segment,Type_segment,FLAP,Altitude,TAS,Time,Distance,Pressure,THRUST,Mass,ZFW,PL,FW,1g,Vertical maneuver,Vertical gust,Turn,Frontal gust,n0,Giro,Xcg(%CMA),Op-Mission,q,gamma,Mission_type
OpCA,2110017,SAR1,51,CRUISE,FLT-4,10,1000,135.0,10.13,22.7,,6.92,19661,16957,1678,2704,50.77,18.171,0.5307,6.079,3.236,1.91,1.665,20.1,OpCA-SAR1,2868.811178122181,0.0,SAR/ISR
OpCA,2110017,SAR1,52,D- 500,FLT-3,10,750,135.0,0.45,1.0,,-1.51,19661,16957,1678,2704,52.061,17.64,0.5247,5.774,3.322,1.91,1.707,20.1,OpCA-SAR1,2890.00290254689,-4.704237067623308,SAR/ISR
OpCA,2110017,SAR1,53,CRUISE,FLT-7,10,500,133.0,14.0,26.7,,6.88,19021,16957,1678,2064,48.856,17.446,0.5137,5.859,3.182,1.91,1.621,19.69,OpCA-SAR1,2825.691990174931,0.0,SAR/ISR
OpCA,2110017,SAR1,54,CRUISE,FLT-7,10,500,133.0,13.0,24.4,,6.83,19021,16957,1678,2064,48.856,17.446,0.5137,5.859,3.182,1.91,1.621,19.69,OpCA-SAR1,2825.691990174931,0.0,SAR/ISR
OpCA,2110017,SAR1,55,CRUISE,FLT-7,10,500,132.0,12.99,24.3,,6.78,19021,16957,1678,2064,48.856,17.446,0.5137,5.859,3.182,1.91,1.621,19.69,OpCA-SAR1,2783.360124190627,0.0,SAR/ISR
OpCA,2110017,SAR1,56,C- 1500,FLT-1,0,750,135.0,0.55,1.2,,18.85,19021,16957,1678,2064,47.35,18.504,0.5217,6.989,,1.92,1.322,19.69,OpCA-SAR1,2890.00290254689,11.62490454376108,SAR/ISR
OpCA,2110017,SAR1,57,C- 2500,FLT-1,0,2000,138.0,0.57,1.3,,18.37,19021,16957,1678,2064,47.364,18.504,0.5217,6.989,,1.92,1.322,19.69,OpCA-SAR1,2910.393956164035,7.215210799943848,SAR/ISR
OpCA,2110017,SAR1,58,C- 3500,FLT-1,0,3000,140.0,0.58,1.4,,17.91,19021,16957,1678,2064,47.375,18.504,0.5217,6.989,,1.92,1.322,19.69,OpCA-SAR1,2907.495324397539,6.704708200069711,SAR/ISR
OpCA,2110017,SAR1,59,C- 4500,FLT-1,0,4000,142.0,0.59,1.4,,17.47,19021,16957,1678,2064,47.386,18.504,0.5217,6.989,,1.92,1.322,19.69,OpCA-SAR1,2902.805185446431,6.704708200069721,SAR/ISR
OpCA,2110017,SAR1,60,C- 5500,FLT-1,0,5000,144.0,0.61,1.4,,16.99,19021,16957,1678,2064,47.396,18.504,0.5217,6.989,,1.92,1.322,19.69,OpCA-SAR1,2896.356671191105,6.704708200069721,SAR/ISR
OpCA,2110017,SAR1,61,C- 6500,FLT-1,0,6000,146.0,0.63,1.6,,16.45,19021,16957,1678,2064,48.117,18.227,0.5097,6.716,,1.97,1.369,19.69,OpCA-SAR1,2888.184371431539,5.872890681248974,SAR/ISR
OpCA,2110017,SAR1,62,C- 7500,FLT-1,0,7000,149.0,0.66,1.6,,15.92,19021,16957,1678,2064,48.126,18.227,0.5097,6.716,,1.97,1.369,19.69,OpCA-SAR1,2917.351926986706,5.872890681248982,SAR/ISR
OpCA,2110017,SAR1,63,C- 8500,FLT-1,0,8000,151.0,0.68,1.7,,15.39,19021,16957,1678,2064,48.135,18.227,0.5097,6.716,,1.97,1.369,19.69,OpCA-SAR1,2905.165139294997,5.529633896008854,SAR/ISR
OpCA,2110017,SAR1,64,C- 9500,FLT-1,0,9000,153.0,0.71,1.8,,14.86,19021,16957,1678,2064,48.144,18.227,0.5097,6.716,,1.97,1.369,19.69,OpCA-SAR1,2891.362790520757,5.22418135450264,SAR/ISR
OpCA,2110017,SAR1,65,C-10500,FLT-1,0,10000,156.0,0.74,1.9,,14.39,19021,16957,1678,2064,48.152,18.227,0.5097,6.716,,1.97,1.369,19.69,OpCA-SAR1,2913.214292613266,4.95062855101196,SAR/ISR
OpCA,2110017,SAR1,66,C-11500,FLT-1,0,11000,158.0,0.78,2.0,,13.95,19021,16957,1678,2064,48.886,17.864,0.4947,6.414,,2.04,1.362,19.69,OpCA-SAR1,2895.610611891495,4.70423706762331,SAR/ISR
OpCA,2110017,SAR1,67,C-12500,FLT-1,0,12000,160.0,0.81,2.2,,13.54,19021,16957,1678,2064,48.894,17.864,0.4947,6.414,,2.04,1.362,19.69,OpCA-SAR1,2876.513641677983,4.278245866885832,SAR/ISR
OpCA,2110017,SAR1,68,C-13500,FLT-1,0,13000,163.0,0.84,2.3,,13.13,19021,16957,1678,2064,48.901,17.864,0.4947,6.414,,2.04,1.362,19.69,OpCA-SAR1,2891.334688357465,4.092881607032396,SAR/ISR
OpCA,2110017,SAR1,69,C-14500,FLT-1,0,14000,166.0,0.88,2.4,,12.72,18435,16957,1678,1478,47.696,17.549,0.4907,6.282,,2.05,1.312,19.31,OpCA-SAR1,2903.558922766346,3.922888847379492,SAR/ISR
OpCA,2110017,SAR1,70,C-15500,FLT-1,0,15000,168.0,0.92,2.6,,12.27,18435,16957,1678,1478,47.703,17.549,0.4907,6.282,,2.05,1.312,19.31,OpCA-SAR1,2878.838858016343,3.621964763266269,SAR/ISR
OpCA,2110017,SAR1,71,C-16500,FLT-1,0,16000,171.0,0.99,2.8,,11.76,18435,16957,1678,1478,47.71,17.549,0.4907,6.282,,2.05,1.312,19.31,OpCA-SAR1,2886.467732129722,3.363869852691651,SAR/ISR
OpCA,2110017,SAR1,72,C-17500,FLT-1,0,17000,174.0,1.07,3.1,,11.25,18435,16957,1678,1478,47.715,17.549,0.4907,6.282,,2.05,1.312,19.31,OpCA-SAR1,2891.600955701582,3.038976841696354,SAR/ISR
OpCA,2110017,SAR1,73,C-18500,FLT-1,0,18000,177.0,1.17,3.4,,10.75,18435,16957,1678,1478,47.72,17.549,0.4907,6.282,,2.05,1.312,19.31,OpCA-SAR1,2894.274589576001,2.771270008151049,SAR/ISR
OpCA,2110017,SAR1,74,C-19500,FLT-1,0,19000,180.0,1.28,3.9,,10.26,18435,16957,1678,1478,47.725,17.549,0.4907,6.282,,2.05,1.312,19.31,OpCA-SAR1,2894.527892303648,2.416431036166848,SAR/ISR
OpCA,2110017,SAR1,75,C-20500,FLT-1,0,20000,183.0,1.42,4.3,,9.82,18435,16957,1678,1478,47.73,17.549,0.4907,6.282,,2.05,1.312,19.31,OpCA-SAR1,2892.403139375782,2.191877225362163,SAR/ISR
OpCA,2110017,SAR1,76,C-21500,FLT-1,0,21000,186.0,1.57,4.8,,9.39,18435,16957,1678,1478,47.73,17.549,0.4907,6.282,,2.05,1.312,19.31,OpCA-SAR1,2887.945445989742,1.963745822394758,SAR/ISR
OpCA,2110017,SAR1,77,C-22500,FLT-1,0,22000,189.0,1.78,5.6,,8.98,18435,16957,1678,1478,48.513,17.158,0.4726,5.978,,2.11,1.282,19.31,OpCA-SAR1,2881.202593334139,1.683385556242199,SAR/ISR
OpCA,2110017,SAR1,78,C-23500,FLT-1,0,23000,192.0,2.03,6.5,,8.56,18435,16957,1678,1478,48.513,17.158,0.4726,5.978,,2.11,1.282,19.31,OpCA-SAR1,2872.224858381926,1.450408960394832,SAR/ISR
OpCA,2110017,SAR1,79,C-24500,FLT-1,0,24000,195.0,2.39,7.8,,8.15,18435,16957,1678,1478,48.513,17.158,0.4726,5.978,,2.11,1.282,19.31,OpCA-SAR1,2861.064847179346,1.208753021344813,SAR/ISR
OpCA,2110017,SAR1,80,C-25000,FLT-1,0,24750,198.0,1.38,4.5,,7.95,18435,16957,1678,1478,48.513,17.158,0.4726,5.978,,2.11,1.282,19.31,OpCA-SAR1,2873.019670170516,1.04762463250366,SAR/ISR
OpCA,2110017,SAR1,81,CRUISE,FLT-2,0,25000,245.0,15.71,64.0,,6.59,18435,16957,1678,1478,55.108,19.802,0.6128,6.367,,2.02,1.527,19.31,OpCA-SAR1,4360.214119233076,0.0,SAR/ISR
OpCA,2110017,SAR1,82,CRUISE,FLT-2,0,25000,239.0,4.18,16.6,,6.45,18435,16957,1678,1478,55.108,19.802,0.6128,6.367,,2.02,1.527,19.31,OpCA-SAR1,4149.267650224281,0.0,SAR/ISR
OpCA,2110017,SAR1,83,D-24000,FLT-3,0,24500,291.0,0.42,2.0,,-0.18,18435,16957,1678,1478,62.024,21.569,0.806,6.662,,1.9,1.874,19.31,OpCA-SAR1,6260.641519075557,-4.704237067623295,SAR/ISR
OpCA,2110017,SAR1,84,D-23000,FLT-3,0,23500,286.0,0.42,2.0,,-0.16,18435,16957,1678,1478,62.024,21.569,0.806,6.662,,1.9,1.874,19.31,OpCA-SAR1,6263.034915144602,-4.704237067623295,SAR/ISR
OpCA,2110017,SAR1,85,D-22000,FLT-3,0,22500,282.0,0.43,2.1,,-0.14,18435,16957,1678,1478,62.024,21.569,0.806,6.662,,1.9,1.874,19.31,OpCA-SAR1,6304.441024929991,-4.481160828076364,SAR/ISR
OpCA,2110017,SAR1,86,D-21000,FLT-3,0,21500,277.0,0.44,2.0,,-0.11,18435,16957,1678,1478,62.024,21.569,0.806,6.662,,1.9,1.874,19.31,OpCA-SAR1,6296.239230109132,-4.704237067623324,SAR/ISR
OpCA,2110017,SAR1,87,D-20000,FLT-3,0,20500,273.0,0.44,2.0,,-0.09,18435,16957,1678,1478,62.024,21.569,0.806,6.662,,1.9,1.874,19.31,OpCA-SAR1,6328.488062322356,-4.704237067623324,SAR/ISR
OpCA,2110017,SAR1,88,D-19000,FLT-3,0,19500,268.0,0.45,2.0,,-0.07,18435,16957,1678,1478,62.021,21.569,0.806,6.662,,1.9,1.874,19.31,OpCA-SAR1,6309.266049042501,-4.704237067623295,SAR/ISR
OpCA,2110017,SAR1,89,D-18000,FLT-3,0,18500,264.0,0.45,2.0,,-0.06,18435,16957,1678,1478,62.016,21.569,0.806,6.662,,1.9,1.874,19.31,OpCA-SAR1,6331.916152929224,-4.704237067623295,SAR/ISR
OpCA,2110017,SAR1,9,C- 1500,FLT-1,0,750,146.0,1.0,2.5,,21.38,20976,16957,1678,4019,49.669,19.235,0.5679,7.27,,1.99,1.351,21.05,OpCA-SAR1,3380.153737760742,5.639520585950486,SAR/ISR
OpCA,2110017,SAR1,90,D-17000,FLT-3,0,17500,260.0,0.47,1.9,,-0.05,18435,16957,1678,1478,62.011,21.569,0.806,6.662,,1.9,1.874,19.31,OpCA-SAR1,6350.052873530161,-4.950628551011944,SAR/ISR
OpCA,2110017,SAR1,91,D-16000,FLT-3,0,16500,256.0,0.46,2.0,,-0.03,18435,16957,1678,1478,62.006,21.569,0.806,6.662,,1.9,1.874,19.31,OpCA-SAR1,6363.572576482793,-4.704237067623295,SAR/ISR
OpCA,2110017,SAR1,92,D-15000,FLT-3,0,15500,252.0,0.48,2.0,,-0.02,18435,16957,1678,1478,62.0,21.569,0.806,6.662,,1.9,1.874,19.31,OpCA-SAR1,6372.376160980006,-4.704237067623324,SAR/ISR
OpCA,2110017,SAR1,93,D-14000,FLT-3,0,14500,248.0,0.48,2.0,,0.0,18435,16957,1678,1478,61.993,21.569,0.806,6.662,,1.9,1.874,19.31,OpCA-SAR1,6376.36937029992,-4.704237067623324,SAR/ISR
OpCA,2110017,SAR1,94,D-13000,FLT-3,0,13500,244.0,0.48,2.0,,0.02,18435,16957,1678,1478,62.052,21.537,0.8357,6.649,,1.85,1.97,19.31,OpCA-SAR1,6375.463108608696,-4.70423706762331,SAR/ISR
OpCA,2110017,SAR1,95,D-12000,FLT-3,0,12500,241.0,0.5,1.9,,0.03,18435,16957,1678,1478,62.045,21.537,0.8357,6.649,,1.85,1.97,19.31,OpCA-SAR1,6422.764128302134,-4.950628551011944,SAR/ISR
OpCA,2110017,SAR1,96,D-11000,FLT-3,0,11500,237.0,0.5,2.0,,0.01,18435,16957,1678,1478,62.038,21.537,0.8357,6.649,,1.85,1.97,19.31,OpCA-SAR1,6412.624344956228,-4.70423706762331,SAR/ISR
OpCA,2110017,SAR1,97,D-10000,FLT-3,0,10500,233.0,0.5,2.0,,0.0,18435,16957,1678,1478,62.029,21.537,0.8357,6.649,,1.85,1.97,19.31,OpCA-SAR1,6397.335695928814,-4.70423706762331,SAR/ISR
OpCA,2110017,SAR1,98,D- 9000,FLT-3,0,9500,230.0,0.51,1.9,,-0.03,18435,16957,1678,1478,62.021,21.537,0.8357,6.649,,1.85,1.97,19.31,OpCA-SAR1,6432.646041115047,-4.95062855101196,SAR/ISR
OpCA,2110017,SAR1,99,D- 8000,FLT-3,0,8500,226.0,0.52,1.9,,-0.06,18435,16957,1678,1478,62.014,21.537,0.8357,6.649,,1.85,1.97,19.31,OpCA-SAR1,6407.63147944764,-4.95062855101196,SAR/ISR
OpCA,2110017,SAR2,10,C- 2500,FLT-1,0,2000,201.0,0.94,3.1,,14.01,20976,16957,1678,4019,61.452,22.159,0.8195,7.206,,1.9,1.638,21.05,OpCA-SAR2,6174.271488289391,3.038976841696361,SAR/ISR
OpCA,2110017,SAR2,100,D- 8000,FLT-3,0,8500,226.0,0.52,1.9,,-0.06,18435,16957,1678,1478,62.014,21.537,0.8357,6.649,,1.85,1.97,19.31,OpCA-SAR2,6407.63147944764,-4.95062855101196,SAR/ISR
OpCA,2110017,SAR2,101,D- 7000,FLT-3,0,7500,223.0,0.51,1.9,,-0.09,18435,16957,1678,1478,62.005,21.537,0.8357,6.649,,1.85,1.97,19.31,OpCA-SAR2,6434.85071277819,-4.95062855101196,SAR/ISR
OpCA,2110017,SAR2,102,D- 6000,FLT-3,0,6500,220.0,0.53,1.9,,-0.15,18435,16957,1678,1478,61.995,21.537,0.8357,6.649,,1.85,1.97,19.31,OpCA-SAR2,6458.401992024523,-4.950628551011952,SAR/ISR
OpCA,2110017,SAR2,103,D- 5000,FLT-3,0,5500,217.0,0.52,1.9,,-0.24,18435,16957,1678,1478,61.986,21.537,0.8357,6.649,,1.85,1.97,19.31,OpCA-SAR2,6478.200648068861,-4.95062855101196,SAR/ISR
OpCA,2110017,SAR2,104,D- 4000,FLT-3,0,4500,213.0,0.53,1.9,,-0.36,18435,16957,1678,1478,61.976,21.537,0.8357,6.649,,1.85,1.97,19.31,OpCA-SAR2,6433.613503116796,-4.95062855101196,SAR/ISR
OpCA,2110017,SAR2,105,D- 3000,FLT-3,0,3500,210.0,0.52,1.8,,-0.49,18435,16957,1678,1478,61.966,21.537,0.8357,6.649,,1.85,1.97,19.31,OpCA-SAR2,6444.69152245498,-5.224181354502632,SAR/ISR
OpCA,2110017,SAR2,106,D- 2000,FLT-3,0,2500,207.0,0.52,1.8,,-0.63,18435,16957,1678,1478,61.955,21.537,0.8357,6.649,,1.85,1.97,19.31,OpCA-SAR2,6451.790829338689,-5.224181354502637,SAR/ISR
OpCA,2110017,SAR2,107,D- 1500,FLT-3,0,1750,205.0,0.26,0.9,,-0.71,18435,16957,1678,1478,61.947,21.537,0.8357,6.649,,1.85,1.97,19.31,OpCA-SAR2,6470.232804476414,-5.224181354502632,SAR/ISR
OpCA,2110017,SAR2,108,APPROACH,FLT-3,15,750,116.0,1.5,5.0,,4.97,18435,16957,1678,1478,42.382,16.094,0.4267,5.376,3.26,1.96,1.634,19.31,OpCA-SAR2,2133.765654687021,0.0,SAR/ISR
OpCA,2110017,SAR2,109,F/APPRO.,FLT-3,23,25,107.0,0.5,0.2,,-3.03,18435,16957,1678,1478,42.543,14.021,0.3897,4.818,3.477,1.97,1.519,19.31,OpCA-SAR2,1854.541149086245,0.0,SAR/ISR
OpCA,2110017,SAR2,11,C- 3500,FLT-1,0,3000,204.0,0.96,3.3,,13.78,20976,16957,1678,4019,61.463,22.159,0.8195,7.206,,1.9,1.638,21.05,OpCA-SAR2,6173.383950006531,2.855110975277912,SAR/ISR
OpCA,2110017,SAR2,12,C- 4500,FLT-1,0,4000,207.0,1.0,3.4,,13.56,20976,16957,1678,4019,61.474,22.159,0.8195,7.206,,1.9,1.638,21.05,OpCA-SAR2,6168.532998968165,2.771270008151057,SAR/ISR
OpCA,2110017,SAR2,13,C- 5500,FLT-1,0,5000,210.0,1.02,3.6,,13.24,20976,16957,1678,4019,61.483,22.159,0.8195,7.206,,1.9,1.638,21.05,OpCA-SAR2,6159.786323279694,2.617530973646755,SAR/ISR
OpCA,2110017,SAR2,14,C- 6500,FLT-1,0,6000,213.0,1.09,3.9,,12.82,20976,16957,1678,4019,61.493,22.159,0.8195,7.206,,1.9,1.638,21.05,OpCA-SAR2,6147.215084794404,2.416431036166851,SAR/ISR
OpCA,2110017,SAR2,15,C- 7500,FLT-1,0,7000,216.0,1.19,4.2,,12.39,20976,16957,1678,4019,61.502,22.159,0.8195,7.206,,1.9,1.638,21.05,OpCA-SAR2,6130.893721250923,2.244012046112063,SAR/ISR
OpCA,2110017,SAR2,16,C- 8500,FLT-1,0,8000,219.0,1.29,4.8,,11.97,20976,16957,1678,4019,61.511,22.159,0.8195,7.206,,1.9,1.638,21.05,OpCA-SAR2,6110.899752016461,1.963745822394753,SAR/ISR
OpCA,2110017,SAR2,17,C- 9500,FLT-1,0,9000,222.0,1.43,5.3,,11.57,20976,16957,1678,4019,61.994,22.048,0.7935,7.064,,1.95,1.645,21.05,OpCA-SAR2,6087.313587424709,1.778611966104863,SAR/ISR
OpCA,2110017,SAR2,18,C-10500,FLT-1,0,10000,226.0,1.59,5.9,,11.21,20976,16957,1678,4019,62.003,22.048,0.7935,7.064,,1.95,1.645,21.05,OpCA-SAR2,6114.206657195726,1.597835240391109,SAR/ISR
OpCA,2110017,SAR2,19,C-11500,FLT-1,0,11000,229.0,1.75,6.7,,10.88,20976,16957,1678,4019,62.011,22.048,0.7935,7.064,,1.95,1.645,21.05,OpCA-SAR2,6082.707743078108,1.407130845227615,SAR/ISR
OpCA,2110017,SAR2,20,C-12500,FLT-1,0,12000,233.0,1.95,7.6,,10.56,20976,16957,1678,4019,62.019,22.048,0.7935,7.064,,1.95,1.645,21.05,OpCA-SAR2,6100.119105197501,1.240552498287564,SAR/ISR
OpCA,2110017,SAR2,21,C-13500,FLT-1,0,13000,236.0,2.21,8.7,,10.23,20976,16957,1678,4019,62.026,22.048,0.7935,7.064,,1.95,1.645,21.05,OpCA-SAR2,6061.040189798538,1.083741147660489,SAR/ISR
OpCA,2110017,SAR2,22,C-14500,FLT-1,0,14000,240.0,2.56,10.2,,9.92,20976,16957,1678,4019,62.032,22.048,0.7935,7.064,,1.95,1.645,21.05,OpCA-SAR2,6069.276888929508,0.9243974878405647,SAR/ISR
OpCA,2110017,SAR2,23,C-15000,FLT-1,0,14750,243.0,1.43,5.8,,9.77,20976,16957,1678,4019,62.037,22.048,0.7935,7.064,,1.95,1.645,21.05,OpCA-SAR2,6072.26026638291,0.8128482698594282,SAR/ISR
OpCA,2110017,SAR2,24,CRUISE,FLT-2,0,15000,265.0,9.0,39.7,,9.2,20976,16957,1678,4019,65.448,22.607,0.8654,7.077,,1.94,1.696,21.05,OpCA-SAR2,7162.927253550089,0.0,SAR/ISR
OpCA,2110017,SAR2,25,CRUISE,FLT-2,0,15000,265.0,8.99,39.7,,9.2,20976,16957,1678,4019,65.448,22.607,0.8654,7.077,,1.94,1.696,21.05,OpCA-SAR2,7162.927253550089,0.0,SAR/ISR
OpCA,2110017,SAR2,26,CRUISE,FLT-2,0,15000,257.0,4.67,20.0,,8.81,20327,16957,1678,3370,65.057,22.887,0.8484,7.181,,1.91,1.723,20.58,OpCA-SAR2,6736.976606190527,0.0,SAR/ISR
OpCA,2110017,SAR2,27,D-14000,FLT-3,0,14500,248.0,0.52,2.1,,0.0,20327,16957,1678,3370,65.157,22.651,0.825,7.02,,1.91,1.945,20.58,OpCA-SAR2,6376.36937029992,-4.481160828076391,SAR/ISR
OpCA,2110017,SAR2,28,D-13000,FLT-3,0,13500,244.0,0.53,2.2,,0.02,20327,16957,1678,3370,65.15,22.651,0.825,7.02,,1.91,1.945,20.58,OpCA-SAR2,6375.463108608696,-4.278245866885845,SAR/ISR
OpCA,2110017,SAR2,29,D-12000,FLT-3,0,12500,241.0,0.53,2.1,,0.03,20327,16957,1678,3370,65.143,22.651,0.825,7.02,,1.91,1.945,20.58,OpCA-SAR2,6422.764128302134,-4.481160828076364,SAR/ISR
OpCA,2110017,SAR2,30,D-11000,FLT-3,0,11500,237.0,0.55,2.2,,0.01,20327,16957,1678,3370,65.136,22.651,0.825,7.02,,1.91,1.945,20.58,OpCA-SAR2,6412.624344956228,-4.278245866885845,SAR/ISR
OpCA,2110017,SAR2,31,D-10000,FLT-3,0,10500,233.0,0.54,2.1,,0.0,20327,16957,1678,3370,65.128,22.651,0.825,7.02,,1.91,1.945,20.58,OpCA-SAR2,6397.335695928814,-4.481160828076377,SAR/ISR
OpCA,2110017,SAR2,32,D- 9000,FLT-3,0,9500,230.0,0.56,2.1,,-0.03,20327,16957,1678,3370,65.096,22.602,0.8577,7.004,,1.84,2.035,20.58,OpCA-SAR2,6432.646041115047,-4.481160828076377,SAR/ISR
OpCA,2110017,SAR2,33,D- 8000,FLT-3,0,8500,226.0,0.55,2.1,,-0.06,20327,16957,1678,3370,65.088,22.602,0.8577,7.004,,1.84,2.035,20.58,OpCA-SAR2,6407.63147944764,-4.481160828076377,SAR/ISR
OpCA,2110017,SAR2,34,D- 7000,FLT-3,0,7500,223.0,0.57,2.1,,-0.09,20327,16957,1678,3370,65.079,22.602,0.8577,7.004,,1.84,2.035,20.58,OpCA-SAR2,6434.85071277819,-4.481160828076377,SAR/ISR
OpCA,2110017,SAR2,35,D- 6000,FLT-3,0,6500,220.0,0.56,2.0,,-0.15,20327,16957,1678,3370,65.069,22.602,0.8577,7.004,,1.84,2.035,20.58,OpCA-SAR2,6458.401992024523,-4.704237067623303,SAR/ISR
OpCA,2110017,SAR2,36,D- 5000,FLT-3,0,5500,217.0,0.57,2.1,,-0.24,20327,16957,1678,3370,65.06,22.602,0.8577,7.004,,1.84,2.035,20.58,OpCA-SAR2,6478.200648068861,-4.481160828076377,SAR/ISR
OpCA,2110017,SAR2,37,D- 4000,FLT-3,0,4500,213.0,0.57,2.0,,-0.36,20327,16957,1678,3370,65.05,22.602,0.8577,7.004,,1.84,2.035,20.58,OpCA-SAR2,6433.613503116796,-4.70423706762331,SAR/ISR
OpCA,2110017,SAR2,38,D- 3500,FLT-3,0,3750,211.0,0.28,1.0,,-0.42,20327,16957,1678,3370,65.043,22.602,0.8577,7.004,,1.84,2.035,20.58,OpCA-SAR2,6457.585437355824,-4.70423706762331,SAR/ISR
OpCA,2110017,SAR2,39,CRUISE,FLT-2,0,3500,200.0,9.99,33.4,,7.98,20327,16957,1678,3370,62.043,22.165,0.8005,7.022,,1.86,1.802,20.58,OpCA-SAR2,5845.525190435354,0.0,SAR/ISR
OpCA,2110017,SAR2,40,CRUISE,FLT-2,0,3500,200.0,10.01,33.4,,7.96,20327,16957,1678,3370,62.043,22.165,0.8005,7.022,,1.86,1.802,20.58,OpCA-SAR2,5845.525190435354,0.0,SAR/ISR
OpCA,2110017,SAR2,41,D- 2500,FLT-3,0,3000,209.0,0.56,2.0,,-0.56,20327,16957,1678,3370,65.035,22.602,0.8577,7.004,,1.84,2.035,20.58,OpCA-SAR2,6479.709350255557,-4.70423706762331,SAR/ISR
OpCA,2110017,SAR2,42,D- 1500,FLT-3,0,2000,206.0,0.56,1.9,,-0.71,20327,16957,1678,3370,65.024,22.602,0.8577,7.004,,1.84,2.035,20.58,OpCA-SAR2,6485.26979225882,-4.950628551011955,SAR/ISR
OpCA,2110017,SAR2,43,CRUISE,FLT-4,10,1500,139.0,15.08,34.9,,7.2,20327,16957,1678,3370,50.714,17.905,0.5298,6.016,3.211,1.96,1.628,20.58,OpCA-SAR2,2996.779359368328,0.0,SAR/ISR
OpCA,2110017,SAR2,44,CRUISE,FLT-4,10,1500,138.0,15.16,35.0,,7.15,20327,16957,1678,3370,50.714,17.905,0.5298,6.016,3.211,1.96,1.628,20.58,OpCA-SAR2,2953.815336670485,0.0,SAR/ISR
OpCA,2110017,SAR2,45,CRUISE,FLT-4,10,1500,138.0,9.76,22.5,,7.12,20327,16957,1678,3370,50.714,17.905,0.5298,6.016,3.211,1.96,1.628,20.58,OpCA-SAR2,2953.815336670485,0.0,SAR/ISR
OpCA,2110017,SAR2,46,D- 1000,FLT-3,10,1250,136.0,0.45,1.0,,-1.42,19661,16957,1678,2704,52.066,17.64,0.5247,5.774,3.322,1.91,1.707,20.1,OpCA-SAR2,2890.083514361937,-4.704237067623306,SAR/ISR
OpCA,2110017,SAR2,47,CRUISE,FLT-4,10,1000,136.0,14.93,34.0,,7.07,19661,16957,1678,2704,50.77,18.171,0.5307,6.079,3.236,1.91,1.665,20.1,OpCA-SAR2,2911.469495228963,0.0,SAR/ISR
OpCA,2110017,SAR2,48,CRUISE,FLT-4,10,1000,136.0,15.02,34.0,,7.03,19661,16957,1678,2704,50.77,18.171,0.5307,6.079,3.236,1.91,1.665,20.1,OpCA-SAR2,2911.469495228963,0.0,SAR/ISR
OpCA,2110017,SAR2,49,CRUISE,FLT-4,10,1000,135.0,15.04,34.0,,6.98,19661,16957,1678,2704,50.77,18.171,0.5307,6.079,3.236,1.91,1.665,20.1,OpCA-SAR2,2868.811178122181,0.0,SAR/ISR
OpCA,2110017,SAR2,50,D- 500,FLT-3,10,750,135.0,0.45,1.0,,-1.51,19661,16957,1678,2704,52.061,17.64,0.5247,5.774,3.322,1.91,1.707,20.1,OpCA-SAR2,2890.00290254689,-4.704237067623308,SAR/ISR
OpCA,2110017,SAR2,51,CRUISE,FLT-7,10,500,134.0,7.5,12.3,,6.97,19661,16957,1678,2704,50.765,18.171,0.5307,6.079,3.236,1.91,1.665,20.1,OpCA-SAR2,2868.343341940248,0.0,SAR/ISR
OpCA,2110017,SAR2,52,CRUISE,FLT-7,10,500,134.0,7.5,12.3,,6.93,19661,16957,1678,2704,50.765,18.171,0.5307,6.079,3.236,1.91,1.665,20.1,OpCA-SAR2,2868.343341940248,0.0,SAR/ISR
OpCA,2110017,SAR2,53,CRUISE,FLT-7,10,500,133.0,7.5,12.2,,6.89,19021,16957,1678,2064,48.856,17.446,0.5137,5.859,3.182,1.91,1.621,19.69,OpCA-SAR2,2825.691990174931,0.0,SAR/ISR
OpCA,2110017,SAR2,54,CRUISE,FLT-7,10,500,133.0,7.5,12.2,,6.86,19021,16957,1678,2064,48.856,17.446,0.5137,5.859,3.182,1.91,1.621,19.69,OpCA-SAR2,2825.691990174931,0.0,SAR/ISR
OpCA,2110017,SAR2,55,CRUISE,FLT-7,10,500,133.0,7.5,12.2,,6.82,19021,16957,1678,2064,48.856,17.446,0.5137,5.859,3.182,1.91,1.621,19.69,OpCA-SAR2,2825.691990174931,0.0,SAR/ISR
OpCA,2110017,SAR2,56,CRUISE,FLT-7,10,500,132.0,7.5,12.2,,6.79,19021,16957,1678,2064,48.856,17.446,0.5137,5.859,3.182,1.91,1.621,19.69,OpCA-SAR2,2783.360124190627,0.0,SAR/ISR
OpCA,2110017,SAR2,57,C- 1500,FLT-1,0,750,135.0,0.55,1.2,,18.85,19021,16957,1678,2064,47.35,18.504,0.5217,6.989,,1.92,1.322,19.69,OpCA-SAR2,2890.00290254689,11.62490454376108,SAR/ISR
OpCA,2110017,SAR2,58,C- 2500,FLT-1,0,2000,138.0,0.57,1.3,,18.37,19021,16957,1678,2064,47.364,18.504,0.5217,6.989,,1.92,1.322,19.69,OpCA-SAR2,2910.393956164035,7.215210799943848,SAR/ISR
OpCA,2110017,SAR2,59,C- 3500,FLT-1,0,3000,140.0,0.58,1.4,,17.91,19021,16957,1678,2064,47.375,18.504,0.5217,6.989,,1.92,1.322,19.69,OpCA-SAR2,2907.495324397539,6.704708200069711,SAR/ISR
